Code,Description
V01.99XS,"Pedestrian with other conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, sequela"
V02.00XA,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.00XD,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.00XS,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.01XA,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.01XD,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.01XS,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.02XA,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.02XD,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.02XS,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.031A,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.031D,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.031S,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.038A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.038D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.038S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.09XA,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V02.09XD,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V02.09XS,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V02.10XA,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.10XD,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.10XS,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.11XA,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.11XD,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.11XS,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.12XA,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.12XD,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.12XS,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.131A,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.131D,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.131S,"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.138A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.138D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.138S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.19XA,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V02.19XD,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V02.19XS,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V02.90XA,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.90XD,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.90XS,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V02.91XA,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.91XD,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.91XS,"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V02.92XA,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.92XD,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.92XS,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V02.931A,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.931D,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.931S,"Pedestrian on standing electric scooter injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V02.938A,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.938D,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.938S,"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with two- or three wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V02.99XA,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter"
V02.99XD,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, subsequent encounter"
V02.99XS,"Pedestrian with other conveyance injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, sequela"
V03.00XA,"Pedestrian on foot injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V03.00XD,"Pedestrian on foot injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V03.00XS,"Pedestrian on foot injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V03.01XA,"Pedestrian on roller-skates injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V03.01XD,"Pedestrian on roller-skates injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V03.01XS,"Pedestrian on roller-skates injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V03.02XA,"Pedestrian on skateboard injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V03.02XD,"Pedestrian on skateboard injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V03.02XS,"Pedestrian on skateboard injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V03.031A,"Pedestrian on standing electric scooter injured in collision with car, pick-up or van in nontraffic accident, initial encounter"
